logFC AveExpr t P.Value adj.P.Val B Entrez_Gene_ID
ADCY1 0.148375625 7.1563705 1.435657 0.1630272 0.40829245 -5.9507191319 107
ADCY2 -0.0324232 6.175268 -1.124006 0.2637276 0.5535321 -6.3641534783 108
ADCY3 -0.6506916 10.151331 -8.46826 2.352403e-13 1.453832e-11 19.9535814615 109
ADCY4 -0.5055961 7.676849 -7.425257 3.990651e-11 1.576214e-09 14.9142218049 196883
ADCY5 -0.2890311 6.339559 -5.553297 2.357156e-07 4.147572e-06 6.4378958217 111
ADCY6 0.3770028 8.553404 6.995101 3.76222646e-09 9.209787675e-08 12.93632677765 112
ADCY7 0.009556785 6.422117 0.2841077 0.776921 0.9148428 -6.952504308 113
ADCY8 0.02918047 5.918825 1.043465 0.2992731 0.5934748 -6.4505559436 114
ADCY9 -0.2502324 6.849474 -4.597646 1.263659e-05 0.0001510554 2.595414481 115
ADCYAP1 -0.004107749 6.177016 -0.1541273 0.877823 0.9575132 -6.9810199004 116
ADCYAP1R1 0.01015989 6.042734 0.4049114 0.6864159 0.8721275 -6.9108653891 117
ADD1 -0.217539115 9.099588 -4.0075315 0.012956233854725 0.0565949813795 1.3986029832 118
ADD2 0.010786045 5.95442425 0.445706375 0.40076835 0.653439225 -6.5220847293 119
ADD3 -0.2646358025 6.6648555 -4.436301 0.00816638141421249 0.0348356181243078 2.921929006225 120
ADFP -0.1901914 8.127846 -2.190303 0.052745654 0.17242208 -4.53102817935 123
ADH1A -0.1887362 6.580658 -2.862834 0.00512463 0.02988774 -3.0502094523 124
ADH1B -0.08119804 6.112075 -2.513884 0.01355281 0.06716626 -3.9252787083 125
ADH1C -0.01880967 6.588403 -0.2362619 0.8137174 0.9308982 -6.9649661449 126
ADH4 -0.0164707535 5.94104 -0.7202546 0.4838045 0.73938445 -6.70964873415 127
ADH5 -0.1416309 6.279075 -2.82829 0.005664368 0.03258636 -3.1411741872 128
ADH6 -0.02679809 6.077749 -1.095929 0.2757677 0.5664397 -6.3949854714 130
ADH7 -0.01993404 5.927446 -0.9275952 0.3558727 0.6490205 -6.5638252656 131
ADHFE1 -0.35082115 7.766066 -4.5069685 3.44313305e-05 0.000352741635 2.2839899098 137872
ADI1 -0.006156286 6.022196 -0.1427848 0.8867502 0.9608502 -6.9827063271 55256
ADIG 0.004574891 6.05595 0.2033116 0.8393086 0.9404865 -6.9722172587 149685
ADIPOQ -0.003075289 6.118904 -0.1166435 0.9073788 0.9681729 -6.9861025605 9370
ADIPOR1 0.49226615 8.850088 8.336431 4.6441025e-13 2.6735245e-11 19.30966792665 51094
ADIPOR2 0.01523941 9.535502 0.2209011 0.8256242 0.935168 -6.968481616 79602
ADK 0.0265800625 6.49376925 0.64120235 0.2753853325 0.47258871 -5.787496304925 132
ADM 0.04826919 9.119065 0.2770095 0.7823502 0.9171341 -6.9544976575 133
ADM2 0.5311611 7.661338 7.354745 5.616219e-11 2.133023e-09 14.5792915965 79924
ADNP 0.129829735 6.581143 2.7314805 0.0645848914 0.18242528 -2.8170443168 23394
ADNP2 0.08555232 8.251942 1.637113 0.1047807 0.3162845 -5.6684960001 22850
ADO 0.2098499 8.011993 2.810843 0.005956318 0.03396071 -3.1867608158 84890
ADORA1 0.00388122933333333 6.01370533333333 0.0702053666666667 0.562609866666667 0.7852842 -6.77042428193333 134
ADORA2A 0.0194517 7.241651 0.3052201 0.7608391 0.9079977 -6.9462778797 135
ADORA2B -0.2181751 6.30632 -5.441032 3.837422e-07 6.473587e-06 5.9654120866 136
ADORA3 0.02678856 6.3529065 0.84811495 0.22761366 0.396407375 -5.35889681525 140
ADPGK 0.3870071 8.690692 4.858616 4.432806e-06 5.88605e-05 3.6018563365 83440
ADPRH 0.0347878 6.259431 0.5959163 0.5525906 0.7973143 -6.8153691459 141
ADPRHL1 0.250937626333333 6.47097033333333 2.7414601 0.300897566676389 0.462596167060828 0.673517755833334 113622
ADPRHL2 0.144817 7.387553 2.481594 0.01476336 0.07184108 -4.0012451516 54936
ADRA1A -0.079610917 6.0389272 -3.10631988 0.295392217551727 0.361817393336963 1.2993622733 148
ADRA1B -0.241887 6.356144 -5.409143 4.403337e-07 7.35179e-06 5.8321363652 147
ADRA1D -0.1104103 6.204977 -3.81668 0.0002356871 0.002058645 -0.189872784 146
ADRA2A 0.1622412 6.577951 2.350765 0.02071666 0.09455036 -4.3001186215 150
ADRA2B -0.003208618 6.167407 -0.08941042 0.9289363 0.974694 -6.9889128962 151
ADRA2C 0.023300823 6.0773385 0.5509023 0.4009523 0.61479935 -6.3708889798 152
ADRB1 0.2477488 6.078045 6.299445 8.27838e-09 2.000794e-07 9.6961327812 153
ADRB2 0.6589982 9.152952 6.391468 5.413141e-09 1.365268e-07 10.1106065993 154
ADRB3 -0.05475367 6.042635 -2.346961 0.02091779 0.09529876 -4.3085936591 155
ADRBK1 -0.001892996 5.889097 -0.07338734 0.9416459 0.9796001 -6.9902193475 156
ADRBK2 -0.02021911 5.925296 -0.7991623 0.4261088 0.7096624 -6.6740640884 157
ADRM1 0.1347068 8.2081295 2.602485 0.0422748489 0.138449405 -3.4143841295 11047
ADSL 0.515626 10.136827 10.88645 1.281176e-18 2.663751e-16 31.8764922485 158
ADSS 0.02871364 7.844087 0.8317512 0.39895015 0.54422765 -5.99887961275 159
ADSSL1 -0.113965926666667 6.55269266666667 -2.49196056666667 0.2322744948863 0.412255809516667 -2.2280679429 122622
AEBP1 -0.6061911 9.814111 -5.079968 1.778898e-06 2.592457e-05 4.4819540019 165
AEBP2 -0.1129512 6.941705 -2.830213 0.005632997 0.03242889 -3.1361338558 121536
AES -0.0216404266666667 8.719386 -0.485235133333333 0.304958577333333 0.4890915 -5.3690112221 166
AFAP1 -0.0390105176666667 6.612034 -0.730655066666667 0.4614835 0.674569166666667 -6.52693921613333 60312
AFAP1L1 -0.1139581 6.616705 -3.267324 0.001492627 0.01036826 -1.9171239505 134265
AFAP1L2 -0.5089923 7.217733 -8.4894275 1.24648000659512e-09 3.35048360451655e-08 20.2248906565 84632
AFAR3 -0.01697093 6.154229 -0.4245322 0.6720986 0.8648911 -6.90272827 246181
AFARP1 0.0112623095 5.9959075 0.3613733 0.7228206 0.8835598 -6.91189362185 NA
AFF1 0.141847565 6.4726235 2.749566 0.008855783 0.04561791 -3.31848687635 4299
AFF2 -0.1347268 6.238408 -3.967829 0.0001373449 0.00126579 0.3206083343 2334
AFF3 -0.1464679905 6.8598325 -1.07681365 0.442675225 0.5248094 -5.6662655069 3899
AFF4 0.01799524 6.996337 0.2145582 0.8305529 0.9374349 -6.9698643917 27125
AFG3L1 -0.02266004775 6.591875 -0.249762175 0.40412758725 0.578385015 -5.929002919575 NA
AFG3L2 0.03709759 9.05687 0.4982399 0.6194196 0.8371678 -6.8687352832 10939
AFM -0.01763231 5.769841 -0.6622254 0.5093648 0.7681498 -6.7737512474 173
AFMID 0.303599255 6.621302 4.1701755 0.018056806077415 0.07340419188025 2.26953366255 125061
AFP 0.05501271 5.998114 2.438172 0.01654345 0.07890365 -4.1020311553 174
AFTPH 0.102780676666667 7.15699466666667 1.5710854 0.235111144333333 0.438259226666667 -5.41218192536667 54812
AGBL1 0.0090174945 5.934275 0.32341615 0.6451748 0.8293672 -6.82239502235 123624
AGBL2 -0.008607566 6.080228 -0.4230083 0.6732063 0.8654259 -6.9033740079 79841
AGBL3 0.04322024 5.996405 1.678328 0.09643601 0.2992986 -5.6019169551 340351
AGBL4 -0.02958388 5.886273 -1.091992 0.2774858 0.5685509 -6.3992478182 84871
AGBL5 0.08213172 8.2874475 1.5379755 0.1272536 0.360039 -5.8221830041 60509
AGC1 -0.0582322 6.079884 -1.960344 0.05276529 0.1946423 -5.1047916412 176
AGER -0.0345179366666667 6.14633633333333 -1.22788133333333 0.132430913333333 0.306082973333333 -4.8002269918 177
AGGF1 0.17662195 7.348757 4.374812 4.54705e-05 0.00045738355 1.78353824965 55109
AGK 0.2497622 8.024479 7.909282 3.745227e-12 1.793433e-10 17.2352694204 55750
AGL -0.0210942807125 6.374108 -0.15859227 0.54748430375 0.714153775 -6.4719393248 178
AGMAT 0.2944045 6.290048 6.006256 3.152787e-08 6.703329e-07 8.3930256728 79814
AGPAT1 -0.0488125766666667 6.691283 -0.636948166666667 0.188236334333333 0.328418556666667 -4.71436073423333 10554
AGPAT2 0.12111302 6.9704 1.66182245 0.339983365666667 0.424992082333333 -4.7089878952 10555
AGPAT3 0.142320625 6.1242005 3.7108405 0.011030897773 0.049760547735 0.09516517465 56894
AGPAT4 -0.224913645 6.5812485 -4.631399 0.0142186201282619 0.060862254210658 4.25750674255 56895
AGPAT5 0.2059676 6.690267 3.126331 0.002323492 0.0152082 -2.3260431928 55326
AGPAT6 -0.03415049 6.144525 -0.8186425 0.4149559 0.7007454 -6.6583834391 137964
AGPAT7 -0.1188264 6.257253 -4.570846 1.404576e-05 0.000165903 2.4940637362 254531
AGPAT9 -0.2270291 6.403836 -5.345442 5.789038e-07 9.441779e-06 5.5671834627 84803
AGPS 0.01733457 6.884863 0.3850674 0.7010132 0.8792621 -6.9187048225 8540
AGR2 0.7073767 7.526345 5.574601 2.147801e-07 3.805347e-06 6.5281263942 10551
AGR3 0.4106664 6.511828 3.20916 0.1079728522085 0.24747175011 -0.68179499495 155465
AGRN 0.0846429695 6.8501285 1.0917854 0.415487065 0.50644759 -5.55440082205 375790
AGRP -0.00356392 5.995672 -0.2290427 0.44898825 0.7127683 -6.6631112971 181
AGT -0.03583395 6.427 -0.2944045 0.769065 0.9112778 -6.9495232421 183
AGTPBP1 0.10160189 6.847533 1.86562 0.07103393 0.23461585 -5.2589032989 23287
AGTR1 0.10914442 6.6236055 1.11743035 0.2728546 0.5570603 -6.3584946499 185
AGTR2 0.05495358 6.163939 2.054836 0.04252783 0.1657638 -4.9222549528 186
AGTRAP 0.04002984 7.5947585 0.55260865 0.59837655 0.80485365 -6.79593258785 57085
AGTRL1 0.1201058 6.262444 2.888326 0.004757038 0.02809071 -2.9824815072 187
AGXT 0.01985784 6.053154 0.7856924 0.4339235 0.7151263 -6.6846887463 189
AGXT2 0.008811686 5.90032 0.4000993 0.6899451 0.8737539 -6.9128024998 64902
AGXT2L1 -0.005684855 6.057339 -0.0500404999999999 0.1139051 0.3339149 -5.73072648865 64850
AGXT2L2 0.08170325 7.2394905 1.6565385 0.10832425 0.31420745 -5.61624066405 85007
AHCTF1 -0.0221419966666667 7.204901 -0.3912 0.239062 0.5183399 -6.26721865226667 25909
AHCY 0.5072987 10.994201 6.415009 4.853907e-09 1.234598e-07 10.2170324676 191
AHCYL1 -0.0719689 9.892004 -1.144218 0.255291 0.5437536 -6.3414870904 10768
AHCYL2 -0.07210908 7.688166 -1.583156 0.1165741 0.3395333 -5.7532861611 23382
AHDC1 -0.3003315 7.123249 -4.619278 1.16e-05 0.0001402841 2.6774980926 27245
AHI1 -0.2324404 8.738365 -3.924409 0.0001606104 0.001457839 0.1724810319 54806
AHNAK -0.191411933333333 7.87530833333333 -3.90560766666667 0.00257669165206667 0.0153172901576667 0.586147269433333 79026
AHR -0.055989775 8.588405 -1.28728295 0.2287961 0.4803029 -6.109387112 196
AHRR 0.01068388 5.978387 0.4797584 0.632457 0.8435303 -6.8777665003 57491
AHSA1 0.08642697 8.473437 1.575017 0.1184417 0.3432262 -5.7658422427 10598
AHSA2 0.02844602 6.942302 0.3324553 0.7402481 0.8982305 -6.9375880943 130872
AHSG -0.01133455 6.026162 -0.3222289 0.7479585 0.9017089 -6.9409378519 197
AICDA 0.01045221 5.824579 0.3083094 0.7584944 0.9068629 -6.945329446 57379
AIF1 -0.121065926333333 7.41418366666667 -1.17922953333333 0.365847193333333 0.505277303333333 -5.78566953066667 199
AIFM1 0.1659771075 7.0465245 3.97382775 0.111804528352828 0.2472793030037 2.6694247099 9131
AIFM2 -0.1895513 6.543924 -5.509005 2.858497e-07 4.945648e-06 6.2508769517 84883
AIFM3 0.007726483 6.088794 0.1505922 0.8806037 0.9585716 -6.9815593166 150209
AIG1 0.09264251 7.198257 1.818813 0.07196198 0.2437579 -5.3632807146 51390
AIM1 0.1036858 6.533202 2.743187 0.007223272 0.03992741 -3.3612591292 202
AIM1L -0.01870741 5.96992466666667 -0.641586766666667 0.348708326666667 0.5651041 -6.16174665606667 55057
AIM2 -0.0626887435 6.1326445 -2.0531295 0.44438872415 0.48105778165 -2.84208235745 9447
AIP -0.1866468 9.25281 -2.743954 0.007207624 0.03986089 -3.3593009396 9049
AIPL1 0.0077540995 6.0416825 0.31615685 0.7525676 0.90402235 -6.94279966965 23746
AIRE -0.0167646933333333 7.775073 -0.8434681 0.473727173333333 0.6304266 -6.2363733424 326
AJAP1 -0.0895306866666667 6.16022633333333 -2.39420883333333 0.159094408883333 0.249694294666667 -2.07413442266667 55966
AK1 -0.003214942 6.630111 -0.08429608 0.9329912 0.9758968 -6.9893578354 203
AK2 0.185135233333333 8.072024 3.73513633333333 0.0818484981279505 0.177591597197 4.149763741 204
AK3 -0.226236 10.735926 -3.67283 0.0003891241 0.003205497 -0.6619961234 50808
AK3L1 0.08514371275 6.70439475 1.4661120425 0.4637723676425 0.592966242125 -4.772603193875 205
AK5 0.0650808103333333 6.08199733333333 1.29013813333333 0.34285334 0.4927983 -5.82571727116667 26289
AK7 0.0127453 5.906157 0.5242594 0.6012695 0.8274561 -6.8554449358 122481
AKAP1 0.015306145 6.335478 0.26793 0.20140345 0.45766855 -6.0783714246 8165
AKAP10 -0.07977744 6.697785 -1.436336 0.1540582 0.4062305 -5.9702872644 11216
AKAP11 -0.0918486046 6.893983 -1.4388815 0.26677831754392 0.417108885837 -2.5350022544 11215
AKAP12 -0.126682315 6.295319 -2.975584475 0.131026041804323 0.268447023958825 -1.30936008815 9590
AKAP13 -0.174720596666667 8.171619 -2.94945556666667 0.173553467160767 0.280423398318333 -1.22226092303333 11214
AKAP14 0.0187669933333333 5.95905766666667 0.494585866666667 0.316025166666667 0.602085533333333 -6.458636295 158798
AKAP2 -0.008085656 6.16542333333333 -0.31242049 0.765658366666667 0.8948274 -6.9062321417 11217
AKAP3 0.02877804 6.324649 0.948958 0.3449519 0.6384782 -6.5439243851 10566
AKAP4 -0.00283405466666667 6.04227766666667 -0.125789703333333 0.748535033333333 0.888694166666667 -6.90281406403333 8852
AKAP5 -0.02783396 5.876269 -1.422073 0.158147 0.4121801 -5.9902917807 9495
AKAP6 -0.0302966 5.942349 -1.346734 0.1811397 0.4468516 -6.0927713571 9472
AKAP7 -0.167815375 6.6435 -1.723929125 0.293285426940268 0.483380072222575 -2.443285823225 9465
AKAP8 -0.1126324 8.414623 -2.152447 0.03379175 0.1394551 -4.7254330675 10270
AKAP8L 0.2015145 7.828938 2.160818 0.03312077 0.1373619 -4.7081656701 26993
AKAP9 0.056617735 5.8783095 2.34106075 0.186691772 0.3332599765 -3.4402866681 10142
AKNA -0.3509422 7.660972 -5.597246 1.945265e-07 3.478965e-06 6.6242306147 80709
AKR1A1 0.336206913333333 8.97467033333333 5.44596133333333 0.0018526294666672 0.0108439550000527 7.43072331276667 10327
AKR1B1 -0.7312374 8.597001 -7.72325 9.335083e-12 4.162882e-10 16.3389823139 231
AKR1B10 -0.003452573 6.021111 -0.137837 0.8906491 0.9622297 -6.9834016365 57016
AKR1C1 -0.02950393 5.844713 -1.109258 0.2700051 0.5598724 -6.3804431034 1645
AKR1C2 -0.069575054 6.3166082 -0.4132526 0.4008857427 0.6043182374 -5.491748183 1646
AKR1C3 0.1282794 7.362692 1.489625 0.1395006 0.3818058 -5.8938556514 8644
AKR1C4 0.00704459 6.2431575 0.10230635 0.392999 0.67844575 -6.61664120775 1109
AKR1CL1 0.03872021 5.967657 1.609927 0.1105968 0.3277552 -5.7115547456 340811
AKR1CL2 -0.009020774 5.943003 -0.3287105 0.7430686 0.8994544 -6.9388268678 83592
AKR1D1 -0.0424626415 9.3062855 -0.90817265 0.45557415 0.63802825 -6.38510548685 6718
AKR7A2 -0.01055775 9.89738 -0.2484305 0.8043157 0.9269149 -6.9620137404 8574
AKR7A3 -0.009402675 6.722408 -0.55105015 0.31693682 0.5387203 -6.1773611702 22977
AKT1 0.0730850333333333 9.361921 1.624722 0.128769166666667 0.337204633333333 -5.62850040456667 207
AKT1S1 0.1321768 6.323097 3.160948 0.002086823 0.01387185 -2.2270001459 84335
AKT2 0.05617289 6.032432 2.365818 0.01993751 0.09166506 -4.2664651168 208
AKT3 0.03085951 6.07662325 1.07752055 0.3046018975 0.4573034675 -5.60684736005 10000
AKTIP -0.2426888 7.794097 -5.0046125 4.3550185285e-05 0.00042232710435 4.37648658975 64400
ALAD -0.21362964 6.68896033333333 -2.9116087 0.360145933333335 0.517816033333508 3.33424953686667 210
ALAS1 0.002551279 6.17085633333333 0.1619277 0.688337233333333 0.865254333333333 -6.89165270866667 211
ALAS2 0.01729292 6.022524 0.512907 0.126810213333333 0.299694593333333 -5.29805832486667 212
ALB 0.148644825 6.327751 1.23135195 0.2352234 0.50440765 -6.2094521502 213
ALCAM 0.3445223 7.970459 3.601746 0.0004962261 0.003953233 -0.8902241523 214
ALDH16A1 -0.003110181 7.252241 -0.05192304 0.9586946 0.9852781 -6.9915664923 126133
ALDH18A1 0.3688119 8.454745 7.112505 1.80452e-10 6.105251e-09 13.4358230274 5832
ALDH1A1 0.1573413 8.1837165 1.1423733 0.26360025 0.5452111 -6.328077065 216
ALDH1A2 -0.7805611 8.1025445 -7.633402 9.29413027095e-10 2.58702030495e-08 15.9890813323 8854
ALDH1A3 0.3275179 11.256178 2.882689 0.02608104615 0.097338276 -2.6718741814 220
ALDH1B1 -0.134527685 6.4342585 -2.914684 0.0058057165 0.031879445 -2.88197555 219
ALDH1L1 -0.2644494 7.631437 -2.368889 0.01978176 0.09110397 -4.2595750389 10840
ALDH1L2 -0.040963465 6.0665565 -2.11910015 0.2701560206545 0.394351435855 -1.6127879473 160428
ALDH2 -1.056173 8.83025 -10.31894 2.197368e-17 3.309794e-15 29.0799333855 217
ALDH3A1 -0.434987 6.319961 -11.25834 2.005612e-19 5.162806e-17 33.7009571656 218
ALDH3A2 -0.4933112 8.70206833333333 -7.93267933333333 1.51745933340554e-05 0.000157919633403167 18.0211516353667 224
ALDH3B1 -0.114000785 6.168964 -2.23758995 0.231984414318 0.368527783035 -0.85593288925 221
ALDH3B2 0.71071402 6.98268033333333 5.685399 0.103452766685569 0.201528900717029 9.70145174943333 222
ALDH4A1 -0.157901175 7.47032775 -1.77953425 0.1311421925 0.2981463825 -5.27746338245 8659
ALDH5A1 0.044896935 7.1316575 0.7990805 0.46254675 0.6953227 -6.59441787815 7915
ALDH6A1 0.233966525 7.6377345 3.244415 0.0783719590885 0.205063912615 -0.7871419622 4329
ALDH7A1 0.07830888 9.83134 0.96359545 0.45385954 0.61274 -6.27310009475 501
ALDH8A1 -0.017491044 6.02610033333333 -0.846182466666667 0.579116722333333 0.642888876666667 -5.65182628486667 64577
ALDH9A1 -0.08018522 12.110456 -1.503782 0.1358197 0.3752784 -5.8731031143 223
ALDOA 0.1204847125 8.0396495 0.142137075 0.243454085 0.41299285 -5.5906461848 226
ALDOB 0.05993206 6.190176 1.505648 0.1353404 0.3745284 -5.8703545455 229
ALDOC -0.5138675 8.728785 -6.618445 1.880256e-09 5.208426e-08 11.1431964676 230
ALG1 0.2007412 6.378323 4.05893 9.856083e-05 0.0009409697 0.6352079741 56052
ALG10B -0.00389544 6.2267255 -0.09935525 0.44702005 0.72157885 -6.69411128445 144245
ALG11 0.036799195 6.39116 0.97040135 0.355081 0.623994 -6.4806739507 440138
ALG12 0.04190681 6.519261 1.175545 0.2425949 0.5288457 -6.3055799904 79087
ALG13 0.196144195 7.186939 2.6303495 0.4008295907239 0.4628609388765 -0.34761305185 55849
ALG14 0.1701032 6.8731265 3.924534 0.0041802001975 0.022543369985 0.6521572864 199857
ALG2 0.09238176 6.3829605 3.3566595 0.00883011947 0.0416938952 -1.33396396265 85365
ALG3 0.123089875 7.178814 2.38372325 0.336242427285 0.4327245459 -2.62662880665 10195
ALG5 0.03406947 7.83127 0.5510004 0.5828743 0.8158932 -6.841085355 29880
ALG6 0.4071793 8.14273 6.105043 2.014944e-08 4.482444e-07 8.829020021 29929
ALG8 0.26448054 7.693313 3.74927633333333 0.0286920542557415 0.09222563516483 5.2104709524 79053
ALG9 0.1358075 8.146074 2.620892 0.01015173 0.05285763 -3.6673891821 79796
ALK 0.005320073 6.10379 0.2070491 0.8363966 0.9393729 -6.9714493836 238
ALKBH1 0.0694118366666667 6.84376166666667 2.11980733333333 0.04186611 0.15792691 -4.7653847759 8846
ALKBH2 0.496154 8.282922 7.108316 1.841137e-10 6.220487e-09 13.4161518424 121642
ALKBH3 0.07277048 8.909974 1.417866 0.1593687 0.4138998 -5.9961554888 221120
ALKBH4 -0.005292964 6.664622 -0.1333383 0.8941964 0.9633402 -6.9840125491 54784
ALKBH5 -0.1786443 11.426236 -4.400821 2.723965e-05 0.0003022954 1.8601443801 54890
ALKBH6 -0.0112907 7.492607 -0.295813 0.7679922 0.9109481 -6.9491072124 84964
ALKBH7 0.3249301 8.411998 5.165101 1.24504e-06 1.887031e-05 4.8265499736 84266
ALKBH8 -0.08897844 6.263463 -2.529826 0.01298862 0.06481254 -3.8874550107 91801
ALLC 0.01778254 5.993245 0.769806033333333 0.476540566666667 0.7107617 -6.6246989646 55821
ALMS1 -0.01264411 7.33679 -0.2123538 0.8322675 0.9382366 -6.970335538 7840
ALOX12 0.03451331 5.954694 1.719687 0.08861305 0.2828316 -5.5335352673 239
ALOX12B -0.008937824 6.062701 -0.3718713 0.7107832 0.8840297 -6.9237005824 242
ALOX12P2 -0.088598465 6.1131995 -2.4029475 0.0408125815 0.139417435 -4.01857421795 NA
ALOX15 0.089174365 6.07302925 2.43060625 0.196985883705 0.3102179389025 -2.324115162375 246
ALOX15B -0.401658466666667 7.093473 -2.774316 0.102676115966667 0.202827913333333 -2.64787161303333 247
ALOX5 -0.0229504033333333 7.09520266666667 -0.291340366666667 0.22348994 0.445914 -5.96641123733333 240
ALOX5AP -0.5373321 8.067527 -5.179946 1.169569e-06 1.784877e-05 4.8869737852 241
ALOXE3 0.0327994 6.095373 1.114512 0.2677571 0.5576354 -6.3746646636 59344
ALPI -0.002675311 6.140368 -0.1160116 0.9078783 0.9682602 -6.9861761905 248
ALPK1 -0.2730165 7.301096 -5.141377 1.37563e-06 2.065015e-05 4.7301910547 80216
ALPK2 -0.03064327 6.038181 -0.9522298 0.3432987 0.6368018 -6.5408372148 115701
ALPK3 -0.003335545 5.938296 -0.1496118 0.8813751 0.9587627 -6.9817067007 57538
ALPL -0.2657008 7.222641 -2.87846 0.004896333 0.02875968 -3.0087541811 249
ALPP -0.07485173 10.64234 -1.187802 0.2377524 0.5225484 -6.2912750253 250
ALPPL2 0.02060823 6.115952 0.8808614 0.3805255 0.670627 -6.6058074717 251
ALS2 0.05143523 8.064917 1.09772 0.2749887 0.5657691 -6.3930420103 57679
ALS2CL -0.0831694436666667 6.08015633333333 -2.09008413333333 0.368218369803667 0.524692907876667 -3.06856456726667 259173
ALS2CR11 -0.0196172 6.039059 -0.7248205 0.4702712 0.7422843 -6.7304766261 151254
ALS2CR12 0.00782937 5.907725 0.2602808 0.7951876 0.9221372 -6.9589962899 130540
ALS2CR13 0.7137087 9.532037 7.041179 2.539244e-10 8.352894e-09 13.101396011 150864
