logFC AveExpr t P.Value adj.P.Val B GENE
ADCY4 -1.079028 7.8324441 -2.718834 0.03469446 0.174781757 -4.102463979 196883
ADCY5 -2.455018 3.94325785 -6.0281385 0.00692625335 0.057051166 -0.6734092145 111
ADCY6 0.1336414 9.2933533 0.5882584 0.577813 0.807170214 -6.672997663 112
ADCY7 -0.60282225 4.5934383 -1.7470206 0.29488427 0.4768424855 -5.26795659 113
ADCY8 0.4931992 0.6252314 1.878309 0.1094084 0.337700221 -5.270231394 114
ADCY9 -0.123105295 5.56394845 -0.3370819 0.75284975 0.8897187985 -6.780982736 115
ADCYAP1 -0.36329664 2.4501681 -0.382313965 0.731542 0.8749531995 -6.72565286 116
ADCYAP1R1 -1.253781 3.050648 -1.988892 0.09385724 0.307831218 -5.119195982 117
ADD1 -0.75760555 8.063262475 -3.33584775 0.0190394825 0.118394438 -3.27574294875 118
ADD2 -0.36129526 1.48290973333333 -0.421867666666667 0.599069733333333 0.811477721333333 -6.65275033766667 119
ADD3 -1.688472 9.72617105 -5.0193265 0.0024908075 0.0415581725 -1.2549328265 120
ADFP -1.133156 6.6268783 -5.450205 0.001586783 0.03313036 -0.804158214 123
ADH1A 0.6929599 7.1816656 0.7567745 0.50633255 0.7376813025 -6.4950276455 124
ADH1C 1.005517 9.0868421 1.091288 0.3170162 0.61541216 -6.240782011 126
ADH4 -0.2962551 0.8516759 -0.6048603 0.5674259 0.80222211 -6.662212865 127
ADH5 -1.59818366666667 9.73468656666667 -8.179365 0.00048422091 0.0162995703333333 1.33021301966667 128
ADH5P4 -1.075731 10.161797 -5.630274 0.001342739 0.030573282 -0.625568023 642443
ADH6 0.2201436 1.20664175 0.65047425 0.5395427 0.787864683 -6.631086113 130
ADH7 -0.5211612 1.6555361 -0.5492981 0.6026277 0.821491373 -6.697251934 131
ADHFE1 -1.27732 8.8004139 -3.163437 0.01947848 0.125117521 -3.494071907 137872
ADI1 -0.09591803 11.5672732666667 -0.254948533333333 0.691057433333333 0.863045704 -6.757741776 55256
ADIG -0.2247755 0.7075194 -0.4200824 0.6890525 0.863641941 -6.766745107 149685
ADIPOQ -0.597170576 3.42017685 -0.523294437 0.63399301 0.8261188038 -6.6762034376 9370
ADIPOR1 0.6345018 10.0571987 2.375617 0.05509427 0.227091712 -4.581436606 51094
ADIPOR2 0.1560621 7.93976745 0.531487 0.61719135 0.826674107 -6.699974205 79602
ADK 0.1975419 8.913937 0.9514661 0.3781034 0.674983752 -6.380869538 132
ADM -0.97096146 9.35222271 -4.2791973 0.005530752 0.0624972533 -2.0889613178 133
ADM2 1.1325 5.1715584 2.744749 0.0335221 0.171418513 -4.066519763 79924
ADNP -0.15347075 10.0613496 -0.6546193 0.282911005 0.5213444985 -5.7880898335 23394
ADNP2 -0.5743305 7.5749698 -2.904996 0.02715515 0.15115484 -3.845410582 22850
ADO -0.2656029 6.453493 -1.083326 0.3202637 0.618752076 -6.249111908 84890
ADORA1 0.4845613 2.8531899 0.921437 0.3923634 0.687755053 -6.409144486 134
ADORA2A -0.38788115 5.43575455 -1.674437 0.14564225 0.3993296785 -5.5418878115 135
ADORA2B -1.250747 4.703359 -1.598343 0.1610792 0.423584212 -5.64138635 136
ADORA3 0.726161525 3.87254705 1.5844912 0.465124495 0.547636764 -5.254363654 140
ADPGK -0.190408 8.7720026 -0.4697707 0.6551053 0.848230721 -6.742053289 83440
ADPRH -0.577342 3.6480438 -1.529499 0.1770082 0.445982304 -5.729285717 141
ADPRHL1 1.272992 6.58787415 2.127063 0.077700505 0.2765928085 -4.9281666665 113622
ADPRHL2 0.3461889 9.1071178 1.615277 0.157375 0.417530271 -5.619527897 54936
ADRA1A -1.740835 1.8413672 -3.499829 0.0128278 0.099304132 -3.049006175 148
ADRA1B -0.4880788 3.73471855 -0.55054365 0.2921996 0.54449627 -5.915660546 147
ADRA1D -0.5387552 5.714237 -2.718796 0.03469621 0.174781757 -4.102516729 146
ADRA2A 0.2621586 6.8598752 0.3714534 0.723063 0.878120906 -6.788386466 150
ADRA2B -0.7758105 4.0262381 -2.211463 0.06900156 0.259512507 -4.810809201 151
ADRA2C -1.95308 8.9675426 -7.662215 0.0002582191 0.014302025 1.110280746 152
ADRB1 0.6568655 7.1705401 3.022244 0.02332792 0.13811739 -3.685121348 153
ADRB2 0.094664383 10.7376068 0.174481028 0.86264269 0.939616854 -6.8463425382 154
ADRB3 0.2288239 2.8579441 0.4369969 0.6774018 0.858988714 -6.758629653 155
ADRBK1 0.3856076 7.4929107 1.36018 0.222653 0.506915059 -5.93788163 156
ADRBK2 -0.86316265 6.5566315 -2.80563865 0.241455248 0.3981869135 -3.9892461605 157
ADRM1 0.5661553 9.83907225 2.412178 0.05414169 0.2239155805 -4.5303175915 11047
ADSL 0.6127827 8.6791126 2.819595 0.03036842 0.161760079 -3.962983455 158
ADSS 0.12413391 8.1807808 0.42840595 0.69158805 0.8593736715 -6.736363203 159
ADSSL1 -0.3995398 9.0090213 -1.366143 0.2208777 0.504933767 -5.930741714 122622
AEBP1 -1.8445455 9.4726737 -5.5912605 0.0014377525 0.031488392 -0.66854897 165
AEBP2 -0.8063466 8.012997 -3.6973455 0.0103035255 0.087425381 -2.7968143045 121536
AEN 1.006897 6.6414948 2.437142 0.05066576 0.215973993 -4.495357051 64782
AES -0.5467763 10.6482048 -1.8930415 0.414116955333333 0.569711451333333 -5.031549327 166
AFAP1 -0.3501563 5.8619084 -0.8632913 0.4211388 0.711234747 -6.46193838 60312
AFAP1L1 -0.7268311 5.2242185 -2.270432 0.149315995 0.3433951785 -4.6879289495 134265
AFAP1L2 -0.87987085 6.067175 -1.323114 0.24463385 0.526918915 -5.968038502 84632
AFARP1 0.3484083 8.0219489 1.632304 0.1537327 0.412082245 -5.597460969 246182
AFF1 -0.183272506666667 6.14917673333333 -0.566622366666667 0.641348533333333 0.799763181333333 -6.575652973 4299
AFF2 0.05763485 0.7295786 0.3177837 0.7614173 0.894441603 -6.809313907 2334
AFF3 -1.772028 5.92322355 -3.491444 0.01298548 0.0998143895 -3.060087138 3899
AFF4 0.02736454 6.3706769 -0.03926058 0.245176246 0.5003844712 -5.800727465 27125
AFG3L1 -0.3333613 9.27233655 -1.28089 0.2492855 0.5378861265 -6.028868554 172
AFG3L2 0.25773475 8.4322007 0.91107075 0.39764795 0.6918444915 -6.418298822 10939
AFM 0.0463063 0.4161398 0.2208373 0.8325419 0.926835888 -6.839074755 173
AFMID 0.3075161 5.9757209 0.8852272 0.4101024 0.702811866 -6.442330414 125061
AFP 2.405811 3.2192233 3.898416 0.007997672 0.076370361 -2.54257419 174
AFTPH 0.291448033333333 10.5790632333333 0.674613 0.529449833333333 0.778018565333333 -6.60428350433333 54812
AGA -1.053197 8.8539301 -3.476053 0.01320467 0.100883943 -3.07995568 175
AGAP1 0.0549034 9.36643155 0.379367 0.089799895 0.2928326095 -4.9352894085 116987
AGAP10 -1.425078 6.7106724 -3.945869 0.00757256 0.074223279 -2.483892215 728127
AGAP2 -0.4734725 4.5753107 -1.513237 0.1809819 0.45185328 -5.749809229 116986
AGAP3 -0.1137503 11.2966658 -0.3901361 0.5241793 0.739902453 -6.48419753566667 116988
AGAP7 -0.87585652 7.59801332 -3.8484852 0.012333132 0.0908531786 -2.6493908186 653268
AGAP8 -0.7659673 8.51029125 -3.601138 0.011556402 0.093194507 -2.9197106195 728404
AGBL1 2.764961 3.5491733 2.484109 0.04753768 0.208162314 -4.42966581 123624
AGBL2 -1.832763 4.8857796 -3.502519 0.01278591 0.099108116 -3.04550982 79841
AGBL3 0.4174353 4.62253235 0.9068781 0.45171835 0.678743448 -6.3307492525 340351
AGBL4 0.4383018 1.4755169 0.9601541 0.44133966 0.592078658 -5.8484060955 84871
AGBL5 0.0900291 7.90899773333333 0.4724982 0.254128693333333 0.494175326666667 -5.71336903 60509
AGER -1.038444 6.6071914 -3.521453 0.01249532 0.09771647 -3.020927612 177
AGFG1 0.426852 9.2825825 1.204636 0.2736977 0.566381773 -6.117965467 3267
AGFG2 0.74837265 6.5261904 2.00049 0.092558255 0.305475268 -5.103112002 3268
AGGF1 0.26480626 7.39617386666667 0.0685702666666666 0.436205666666667 0.656083651666667 -6.25111656533333 55109
AGK -0.5532174 4.15227795 1.351666 0.161955979 0.3471359595 -4.4505599095 55750
AGL -1.214475 8.8944028 -5.49308 0.001524387 0.032660774 -0.761226413 178
AGMAT 0.3843532 4.52579985 0.5774642 0.59205255 0.8105078485 -6.661776162 79814
AGPAT1 -0.1812123 10.7553865 -0.8135595 0.4469707 0.729792676 -6.504962527 10554
AGPAT2 0.2385457 7.5066668 0.777458 0.4664257 0.743489779 -6.534914157 10555
AGPAT3 0.6654809 8.38109043333333 2.63596833333333 0.0518205666666667 0.205791453 -4.223105982 56894
AGPAT4 -1.37730212 4.35472473333333 -4.99190396666667 0.259760356433333 0.310325391666667 -1.554308009 56895
AGPAT5 0.868793 7.76418205 2.25135105 0.185805135 0.3772895925 -4.6884665905 55326
AGPAT6 0.53487495 8.8492446 1.9134725 0.104862965 0.3287613815 -5.2218750015 137964
AGPAT9 -1.964013 4.4286157 -5.212188 0.001990833 0.037325002 -1.047243036 84803
AGPS -1.75780066666667 5.811412 -6.98810966666667 0.00121640463333333 0.0245252566666667 0.429586250666667 8540
AGR2 1.444562 10.8084998 0.8118901 0.4478573 0.730343502 -6.506371639 10551
AGR3 3.653449 5.108431 3.47798 0.01317367 0.100783957 -3.077444054 155465
AGRN 0.3156165 7.69381613333333 1.21207596666667 0.3143419 0.583344462 -6.052216345 375790
AGRP 0.4001298 4.5794084 0.8361866 0.4350781 0.721125293 -6.485636672 181
AGT -2.349151 7.5479848 -2.4951221 0.046897116 0.2066543183 -4.4142816643 183
AGTPBP1 0.2533522 3.84964505 1.27229875 0.2893634 0.555550228 -5.988089238 23287
AGTR1 2.5971345 6.34674685 3.0864245 0.02174906 0.132614049 -3.5987833345 185
AGTR2 0.3342157 0.9875371 1.146682 0.2951725 0.590620571 -6.181723151 186
AGTRAP -0.06878392 8.6257824 -0.3549454 0.7347731 0.882586495 -6.795156497 57085
AGXT 0.34327772 0.86902745 0.6488324 0.5494401 0.785935019 -6.612553693 189
AGXT2 1.3056649 1.6758437 2.268195 0.215773335 0.399632525 -4.643936604 64902
AGXT2L1 -0.8524808 1.9413845 -1.332414 0.2310907 0.517179393 -5.970913204 64850
AGXT2L2 -0.4946065 8.72069 -2.111049 0.07925515 0.27982215 -4.950489683 85007
AHCTF1 -0.0593774300333333 7.61015543333333 -0.348611716033333 0.696258366666667 0.824060692 -6.58668525033333 25909
AHCY 0.79550515 11.35868195 3.846194 0.0127335075 0.0917609435 -2.652551225 191
AHCYL1 0.02195661 10.71463715 0.06980495 0.8286824 0.9237866535 -6.8348430315 10768
AHCYL2 0.36075822 7.17788685 1.20521605 0.408010385 0.5396559465 -5.4722326005 23382
AHDC1 -1.30295845 5.66375775 -3.5477565 0.16168552455 0.32314585 -3.2555298505 27245
AHI1 -0.3249996425 6.901563825 -1.14779265 0.3843077825 0.60417902375 -6.04213967325 54806
AHNAK -0.5264972 9.04502378 -1.90354736 0.250505399 0.440798219 -5.1133616072 79026
AHNAK2 -3.14517066666667 4.7903113 -12.66526 3.12837626666667e-05 0.00866988166666667 3.68224570766667 113146
AHR -0.878085 7.8450411 -1.693691 0.1412616 0.393122099 -5.517200129 196
AHRR 1.6702545 2.1792805 3.5246045 0.0155408885 0.105585533 -3.037441459 57491
AHSA1 0.2759469 11.2336014 0.9232909 0.3914712 0.68679947 -6.407418441 10598
AHSA2 -0.6115151 10.8353241 -1.312328 0.2373722 0.524793034 -5.994579798 130872
AHSG 1.65792 2.25482485 1.9221255 0.11047542 0.334845917 -5.204510407 197
AICDA 0.4356759 1.8466959 0.5818255 0.5818682 0.809418893 -6.677104807 57379
AIDA 0.5835209 6.11543135 1.938766 0.101370385 0.3221256965 -5.1872943355 64853
AIF1 0.1605649 9.3646615 0.3508637 0.7376807 0.883815026 -6.79678497 199
AIF1L 0.56616455 9.174573 1.3196825 0.2360663 0.5222810205 -5.98462525 83543
AIFM1 0.3685654 10.5755396 2.009587 0.09120389 0.302632754 -5.090734531 9131
AIFM2 -1.816255 8.2238822 -5.7068915 0.0012685415 0.0296395405 -0.5528203445 84883
AIFM3 -1.287245 5.0748264 -3.879848 0.008171206 0.077336965 -2.565630885 150209
AIG1 -0.007232593 10.3315685 -0.03858584 0.9704723 0.98704227 -6.866246595 51390
AIM1 -0.9288355 9.8561062 -3.347509 0.01546569 0.1100033 -3.248657342 202
AIM1L -0.532800346666667 3.80556603333333 -2.0126428 0.438408686 0.572907256 -4.86597408933333 55057
AIM2 -1.798942 2.7086392 -2.812365 0.03065868 0.162613491 -3.972966084 9447
AIP -0.074277485 10.50718685 -0.334276 0.75001275 0.8904858715 -6.801360288 9049
AIPL1 1.21851482 1.1391574 1.7735761 0.4232621 0.5186319055 -5.0592829355 23746
AIRE -0.80538558 4.415198 -3.04638216 0.46447376115 0.49627335 -3.4815772435 326
AJAP1 -2.934622 4.6807938 -4.688533 0.00336545 0.049025863 -1.611381304 55966
AK1 -0.7686862 7.122071 -2.3349205 0.05826968 0.2350002125 -4.6383606095 203
AK2 0.369617375 10.1097095 1.795778775 0.2703256225 0.4635920475 -5.2306161785 204
AK2P2 0.8816683 11.1104233 3.637098 0.01087142 0.090058315 -2.871916067 339736
AK3 -0.7737348 7.3146055 -3.316962 0.01606357 0.112341003 -3.289079605 50808
AK3L1 0.00112245 10.26720385 -0.0186022 0.76933175 0.8975843175 -6.8129820865 205
AK5 0.739137955 4.73672155 0.72431251 0.5770639 0.7387600705 -6.401331747 26289
AK7 -0.2591084 3.8704868 -0.5450127 0.6053941 0.822853404 -6.699828423 122481
AKAP1 -0.01005365 12.7555997 -0.03245279 0.9751635 0.989138705 -6.866497986 8165
AKAP10 -0.6587969 7.498079 -2.469713 0.04847426 0.21040099 -4.449797327 11216
AKAP11 -1.4319765 7.2739056 -5.7511195 0.00196404705 0.034113986 -0.5874102435 11215
AKAP12 0.676635866666667 7.8970181 1.270194 0.30066244 0.562386961666667 -5.978878111 9590
AKAP13 -0.831202175 8.1921426 -2.75718275 0.035991315 0.1746963815 -4.0524609605 11214
AKAP14 0.3170026 2.5148918 0.504359 0.6319901 0.836740982 -6.723356129 158798
AKAP2 -1.364445 4.7612726 -4.249808 0.00538057 0.062746164 -2.116368729 11217
AKAP3 -1.003748 2.6398485 -1.146212 0.2953525 0.590691802 -6.182232383 10566
AKAP4 0.4887474 1.05066 0.7834392 0.4631617 0.741150027 -6.53002788 8852
AKAP5 0.4417134 0.8441165 1.521294 0.1790027 0.448927924 -5.73965241 9495
AKAP6 -0.176694995 2.04817065 -0.66325021 0.60599765 0.761187333 -6.44934241 9472
AKAP7 -2.240158 9.6448884 -6.288579 0.0007526042 0.023133881 -0.009572933 9465
AKAP8 0.4681284 9.2415641 1.972984 0.09594967 0.311696202 -5.1410355 10270
AKAP8L -0.28268171 9.0793173 -0.9205061 0.4471776 0.673852818 -6.315439571 26993
AKAP9 -0.06239975 6.45715475 0.2516723 0.5672316 0.791580419 -6.6179073935 10142
AKIRIN1 0.00786965 7.0729301 0.0177011 0.75036615 0.8894609985 -6.803455374 79647
AKIRIN2 -0.28450255 7.49724015 -1.161977 0.2910546 0.5855138695 -6.1626968755 55122
AKNA -0.4979876 3.7918013 -1.4945465 0.2151197 0.475503482 -5.7382008685 80709
AKR1A1 0.52567435 10.91095745 2.316575 0.07320114 0.2566795515 -4.6608526065 10327
AKR1B1 -1.350967 8.4619392 -6.552146 0.000604669 0.020873599 0.221743563 231
AKR1B10 0.602446395 1.97394515 0.758812395 0.58347515 0.7207196485 -6.297539663 57016
AKR1C1 -1.86402425 5.0691392 -3.62892975 0.02218384175 0.12018462925 -2.96615258475 1645
AKR1C3 -0.9508194 7.9454002 -3.033451 0.02299396 0.137052955 -3.66987468 8644
AKR1C4 0.1339962 0.6057521 0.7515801 0.4807329 0.752152882 -6.555701066 1109
AKR1CL2 -0.8359196 2.8026541 -2.356002 0.05658991 0.231098125 -4.608876975 83592
AKR1D1 1.0600265 0.9725156 1.8875832 0.291778155 0.4629077525 -5.075347738 6718
AKR7A2 0.1024834 11.9978081 0.4256713 0.6851923 0.862429574 -6.764096893 8574
AKR7A3 0.1252191 10.0434207 0.5007673 0.63437 0.838053116 -6.725354572 22977
AKR7L 0.0732509 11.2663785 0.307778 0.7686548 0.89753462 -6.812867658 246181
AKT1 0.37218625 7.21451461 1.27007602 0.25715775 0.5441975438 -6.0357271849 207
AKT1S1 0.449741 5.3305755 2.0978035 0.081181205 0.283558086 -4.9685887695 84335
AKT2 0.2252166 9.85282003333333 0.872536033333333 0.445430133333333 0.695170578 -6.39952396566667 208
AKT3 -1.05149396666667 6.1086434 -4.58536233333333 0.00417564566666667 0.053289684 -1.741220589 10000
AKTIP -0.09282266 7.60460875 -0.22813245 0.8271551 0.9242298065 -6.8369920995 64400
AL022344.6 -0.9685743 1.1646711 -3.235198 0.01779242 0.118583908 -3.397880573 100129622
ALAD -0.62958931 8.01945225 -2.6334494 0.4516513365 0.4976506805 -3.991396642 210
ALAS1 0.2762269 7.83193165 0.9144758 0.423204 0.6797505 -6.3685724765 211
ALAS2 0.34703265 5.5193041 0.24093755 0.8178635 0.919263827 -6.8324678895 212
ALB 1.32018616333333 2.66173863333333 1.4552062 0.393596333333333 0.580446868 -5.597710469 213
ALCAM 1.3879645 7.7639875 4.673594 0.003518529 0.049623605 -1.6317605035 214
ALDH16A1 0.178307 9.13742285 0.7896338 0.47067385 0.7316109185 -6.504397273 126133
ALDH18A1 0.4605649 10.5035764 1.66306 0.1473574 0.402300299 -5.55738208 5832
ALDH1A1 -1.929422 8.2189687 -4.219094 0.005566118 0.063739205 -2.15285081 216
ALDH1A2 -2.459182 3.86006765 -3.1432235 0.02004634 0.1267861125 -3.521490334 8854
ALDH1A3 0.6002929 8.04542585 1.03556075 0.46185415 0.6355349495 -6.0945776785 220
ALDH1B1 -0.7454732 7.5864438 -1.8930535 0.10888513 0.3356854055 -5.248788868 219
ALDH1L1 -0.641077335 4.3163351 -0.61903835 0.6095233 0.7809866355 -6.5300720185 10840
ALDH1L2 0.1002432 0.5272745 0.5548931 0.5990269 0.819168665 -6.693860672 160428
ALDH2 -0.91472145 12.0676225 -2.164754 0.07458911 0.269822185 -4.875393099 217
ALDH3A1 -1.60897 2.6519409 -3.660424 0.01057303 0.088779118 -2.842098143 218
ALDH3A2 -0.8054361 9.5559841 -2.335099 0.05823057 0.235047452 -4.638114905 224
ALDH3B1 -0.29852442 4.0627461 -1.04211716 0.510261485 0.637698735 -5.991012031 221
ALDH3B2 2.963277 5.1391059 4.686386 0.003372962 0.049077539 -1.613780043 222
ALDH4A1 -0.00549188 9.58035106666667 -0.0552159166666667 0.838122233333333 0.928880747333333 -6.830315031 8659
ALDH5A1 -0.1159111 6.17824473333333 -0.3937542 0.407963066666667 0.652718055666667 -6.251843913 7915
ALDH6A1 0.4812455 10.3348839 1.482338 0.1887633 0.462733724 -5.788536609 4329
ALDH7A1 0.3759671695 11.02609685 1.499781295 0.492937585 0.559909343 -5.2582547085 501
ALDH8A1 -1.20995065 2.8759515 -2.6147555 0.093640515 0.266286488 -4.2604797625 64577
ALDH9A1 -0.727376 9.7133881 -2.398911 0.05337164 0.222167978 -4.548845602 223
ALDOA -0.05729566 13.91000115 -0.22285805 0.7548664 0.8899979345 -6.7754871605 226
ALDOAP2 0.05874551 10.4640702 0.206213 0.8434435 0.931335406 -6.842651601 228
ALDOB -0.13808995 1.01183305 0.3604865 0.2097571 0.4747564085 -5.762880124 229
ALDOC -1.407995 7.3858787 -2.633658 0.03886672 0.186344167 -4.220899762 230
ALG1 -0.182274542 8.3463263 -0.7950318 0.505572676 0.7014767654 -6.2408126168 56052
ALG10 0.1972075 5.971329 1.043936 0.3367363 0.634779509 -6.28971676 84920
ALG10B -0.04796855 6.6849849 -0.256059 0.08253319 0.2826601675 -4.925605588 144245
ALG11 -0.5945626 7.6232793 -2.505744 0.04616585 0.204744412 -4.399418604 440138
ALG12 0.2521078 7.3466498 1.058445 0.3305901 0.628548388 -6.274879664 79087
ALG13 0.03710382 9.9945802 0.1075866 0.9178308 0.963547131 -6.860432084 79868
ALG14 0.5271514 8.5587205 1.324442 0.2335656 0.520235332 -5.980329128 199857
ALG2 0.2677332 9.6673883 0.9800706 0.3648985 0.661854612 -6.353318789 85365
ALG3 0.67388205 9.3628933 3.2678265 0.025000036 0.134725299 -3.38504797 10195
ALG5 -0.3334181 11.5621118 -1.348274 0.2262364 0.511066879 -5.952089252 29880
ALG6 0.6626049 9.0793098 2.331738 0.05849898 0.235623794 -4.642815537 29929
ALG8 0.8845624 11.315681 3.143688 0.01997256 0.126913145 -3.52065442 79053
ALG9 0.2587682 8.17909973333333 1.166758 0.0657556866666667 0.237488967333333 -4.456666967 79796
ALK -0.480098 1.0399357 -0.546444 0.6044693 0.822361655 -6.698969876 238
ALKBH1 -0.05353603 6.5154368 -0.2673541 0.7981485 0.911432083 -6.826100107 8846
ALKBH2 1.1860495 8.889624 3.494588 0.0139919985 0.102307685 -3.0629678465 121642
ALKBH3 0.02907641 7.5134525 0.1076713 0.9177664 0.963547131 -6.860421576 221120
ALKBH4 0.02078351 8.6034123 0.09469833 0.9276377 0.968167145 -6.861934113 54784
ALKBH5 -0.16842345 7.8237429 -0.56879485 0.59039855 0.814698882 -6.6846525155 54890
ALKBH6 -0.05964697 7.1780201 -0.1931857 0.8531868 0.935299545 -6.845634378 84964
ALKBH7 0.4520706 11.8882021 2.144772 0.07564762 0.27338175 -4.903659448 84266
ALKBH8 -0.6444256 6.2360241 -2.46759 0.04861402 0.210784075 -4.452766689 91801
ALLC 0.1328723 1.6649778 0.1341025 0.8977064 0.955330885 -6.856742693 55821
ALMS1 -0.26198535 7.82310905 -1.3878115 0.2349137 0.5078671345 -5.8789684965 7840
ALMS1P -0.1779672 6.1192956 -0.8783606 0.4135336 0.705843629 -6.448509079 200420
ALOX12 -0.7026461 1.35848295 -0.6734435 0.5380318 0.7756789925 -6.588464621 239
ALOX12B -0.4800334 4.0718873 -1.784422 0.1246087 0.365328966 -5.396769965 242
ALOX12P2 -2.547988 3.7660287 -9.369716 8.382395e-05 0.009487436 2.249761903 245
ALOX15 0.9730522 2.7942982 1.54219315 0.225642885 0.473806213 -5.6527353545 246
ALOX15B -1.494043 11.8960788 -0.942771 0.3821905 0.678807979 -6.389125767 247
ALOX5 -0.779165 9.4052048 -1.941599 0.1002166 0.320196723 -5.184019051 240
ALOX5AP -0.6495105 6.59700995 -1.570408 0.1703773 0.434387871 -5.6738806565 241
ALOXE3 0.4582471 2.3292901 1.856947 0.1126968 0.343865409 -5.299173392 59344
ALPI -0.3285009 2.9638095 -0.7465657 0.48354 0.753741646 -6.559661916 248
ALPK1 -0.7019013 8.8916895 -2.423849 0.05330132 0.222007746 -4.51417970433333 80216
ALPK2 -0.0714261 0.8172045 -0.1508561 0.885033 0.948994989 -6.853996856 115701
ALPK3 0.09961105 2.809297 0.3835379 0.7145424 0.875312934 -6.783244423 57538
ALPL -0.023331005 3.7540987 -0.101119175 0.8798329 0.94761 -6.8467824825 249
ALPP -0.04326968 5.3250937 -0.2318052 0.8243924 0.923089047 -6.836234109 250
ALPPL2 0.434092185 4.6203994 0.69411115 0.57835025 0.750961534 -6.4563641715 251
ALS2 -0.465392686333333 4.53193276666667 -0.884380753333333 0.478836566666667 0.673217221333333 -6.26227312166667 57679
